motif	estimatedScale	MSE	optimizedScale	optimizedMSE	motifLength	numberOfKmers
NKX2-8	0.4284837853833338	0.11422258436899663	0.4384837853833338	0.01216593069313976	9.0	180347
NKX6-1	0.47409992393088385	0.2791630839918518	0.48909992393088386	0.0006383279075071091	7.0	180347
NKX6-2	0.4739728526285668	1.6304105130150632	0.5089728526285668	0.006727607811004779	7.0	180347
OLIG2(MA0678.1)	0.3823764182501315	0.4834524393164933	0.39737641825013154	0.0018244783140915113	10.0	180347
PAX4	0.4360031279022714	1.55530986615972	0.4660031279022714	0.008702809303074606	8.0	180347
PAX7	0.3252932372293192	1.3750408378464842	0.3452932372293192	2.55170504892346e-05	10.0	180347
POU4F2	0.32712159132343543	1.5311344184911797	0.34712159132343545	7.289031270443114e-07	16.0	180347
SPDEF	0.38984696942366726	0.039189092714742454	0.38484696942366725	0.0059844045817280846	11.0	180347
SPIC	0.3951987370656013	0.15675038511628533	0.40019873706560133	0.016683778888881312	13.0	180347
SRF	0.3060806628567248	0.3955422328151444	0.3160806628567248	0.015058024696357508	16.0	180347
TBXT	0.2706189001798717	3.2235925840307065	0.29561890017987175	0.0013991807070429419	16.0	180347
TBX2	0.40409426409310406	0.4788645915666716	0.4190942640931041	3.2954312440849e-05	11.0	180347
TBX20	0.4272020944941815	0.025399266493875996	0.4222020944941815	0.006449768043785656	11.0	180347
TFAP4(MA0691.1)	0.3728722825205777	0.25983879621287087	0.3828722825205777	4.198739305426957e-06	10.0	180347
TFEB	0.35224907916753456	0.5842826924029748	0.3672490791675346	0.0036199466142131827	10.0	180347
ZBTB7B	0.34580321387228685	0.3635588963094155	0.35580321387228686	0.001071334765719879	12.0	180347
ZBTB7C	0.37962705945283887	0.38782761846520764	0.3896270594528389	0.01083040862151922	11.0	180347
ZIC1	0.26975335892605656	1.8216891447436825	0.2897533589260566	0.007614846606570205	14.0	180347
ZIC3	0.2737359947424745	1.6847068713130748	0.2887359947424745	0.025483706397088555	15.0	180347
ZBTB18	0.40757608286070496	0.03973236956003736	0.40257608286070495	0.003221257160481461	11.0	180347
LBX2	0.420281595373229	0.6161799780593146	0.44028159537322903	0.0013571734446477018	8.0	180347
MEOX2	0.44199098902146977	2.6494384166835707	0.48699098902146976	0.0008660495130267918	8.0	180347
NKX3-2	0.4691991252412346	0.2922779253227151	0.45419912524123457	0.005806047427143582	8.0	180347
NOTO	0.43552936571119366	0.5373280437146611	0.4555293657111937	0.004881158074915369	8.0	180347
OTX1	0.4998630515801958	0.004333221244865715	0.4998630515801958	0.004333221244865715	7.0	180347
PDX1	0.44363594467453016	0.3007401086646119	0.45863594467453017	0.0036359918000905722	7.0	180347
PHOX2A	0.3472395101854533	5.37002507719018	0.3972395101854533	3.957470959943228e-05	11.0	180347
PITX3	0.45944805661914556	0.012462290402001227	0.46444805661914557	0.008930607049086303	8.0	180347
PROP1	0.3666543060261202	3.27642739664404	0.4016543060261202	0.012154272459771496	11.0	180347
PRRX1	0.44538214722601077	1.6409256599757747	0.4803821472260108	0.0007723615390086618	8.0	180347
RAX2	0.4635728575807942	0.4717621787659772	0.4835728575807942	0.0018363658606612907	7.0	180347
RAX	0.4387866734496834	1.9601207106781824	0.4737866734496834	0.0049039935522245245	9.0	180347
RHOXF1	0.462865590472376	0.020748807762215406	0.457865590472376	0.0038061074967531616	8.0	180347
UNCX	0.4569400999001146	0.6787491746210789	0.4819400999001146	0.006749460421393327	7.0	180347
VAX1	0.440984517682385	1.233300163759342	0.47098451768238503	6.998996242519877e-06	7.0	180347
VENTX	0.43320620312163927	0.21747781542279654	0.4432062031216393	0.0002254449101459068	9.0	180347
VSX1	0.41751892045952516	0.7271673036076935	0.4375189204595252	0.0008197155663491067	7.0	180347
VSX2	0.4140318590935316	0.5804327242039243	0.4340318590935316	0.009331939262457734	7.0	180347
ESR1	0.25934958230711885	0.7098982263647935	0.26934958230711886	2.0241654389160042e-05	17.0	180347
ESRRB	0.39273971038191097	0.6253363191352167	0.37773971038191095	0.0010108687348294053	11.0	180347
NR2F1(MA0017.2)	0.37770176761606594	0.048567872393756456	0.37270176761606594	0.003990435357318085	13.0	180347
NR3C1	0.27896419254755017	1.1188907057424786	0.2939641925475502	0.003642493504338977	16.0	180347
NR3C2	0.2926873096403464	1.0683873779469364	0.3076873096403464	0.003179902837972225	16.0	180347
RARA(MA0729.1)	0.28468142643371963	0.25137526887032446	0.2796814264337196	0.005467594178028833	18.0	180347
RARA(MA0730.1)	0.2887173424246313	0.0615162150017187	0.2937173424246313	0.021714830011397537	17.0	180347
BCL6B	0.2771495083314202	0.02652879818800354	0.2771495083314202	0.02652879818800354	17.0	180347
EGR2	0.3094414752779498	0.15542181076203948	0.3144414752779498	0.0030345442204569558	11.0	180347
EGR3	0.29401555123784984	1.3410547744813166	0.30901555123784985	0.016909303901145548	13.0	180347
EGR4	0.2705686074939806	2.1677481273462593	0.2905686074939806	0.001608945436790247	15.0	180347
GLIS1	0.2747193730504702	0.048312313954747124	0.2797193730504702	0.040462175755109714	16.0	180347
GLIS2	0.2777466262862412	2.203268116829834	0.2977466262862412	0.014371982100903291	14.0	180347
GLIS3	0.28392780879535195	0.644481781836523	0.29392780879535196	0.0032790639356664467	14.0	180347
HIC2	0.4717061131179835	0.07649351745169726	0.4767061131179835	0.005813977978239121	8.0	180347
KLF16	0.32383372982382935	1.8537256240529412	0.3488337298238294	0.012306371901187265	11.0	180347
SP8	0.34270280596968594	0.7840714629531201	0.35770280596968596	0.001001346862028919	12.0	180347
ZBED1	0.30319939747962577	0.07111975649383309	0.30819939747962577	0.010909286195296882	13.0	180347
ZIC4	0.2871617368261523	2.2856607190528906	0.30716173682615233	0.019478053224556178	15.0	180347
ZNF143	0.3191571984972622	0.09263319738037806	0.3141571984972622	0.00565045314277592	16.0	180347
ZNF410	0.31231352330565176	0.20831945650267628	0.30731352330565176	0.00463969632644433	17.0	180347
CUX2	0.38252348997280355	0.32501648481224793	0.39252348997280356	0.0026737614087311242	10.0	180347
ONECUT3	0.34252283490463103	1.1373687022846155	0.36252283490463105	0.015518440064847797	14.0	180347
E2F7	0.31742139888740195	0.00017920429674631226	0.31742139888740195	0.00017920429674631226	14.0	180347
ERF	0.3999934544793474	0.0045817390985887566	0.3999934544793474	0.0045817390985887566	10.0	180347
ERG	0.44167803695893293	0.258058269869766	0.4316780369589329	0.0033232716458883823	9.0	180347
ETS1	0.4233203922996522	0.035091646773328725	0.4183203922996522	0.0035587791120223053	10.0	180347
ETV2	0.3970903811815177	0.23086771899499053	0.3870903811815177	0.005400719716522436	11.0	180347
ETV3	0.43346741631230706	0.03532030769472646	0.42846741631230706	0.001579146048043384	10.0	180347
GCM2	0.41647111450291996	0.12023590985529777	0.42647111450291997	0.013265030404393526	9.0	180347
LEF1	0.3354328025884726	0.5081313914643582	0.3454328025884726	0.004910270788778726	15.0	180347
HSF2	0.34170551291965834	0.093929906861598	0.34670551291965834	7.466330854193251e-05	13.0	180347
HSF4	0.3547925909123622	0.18713424412449534	0.3597925909123622	0.02102841844575166	13.0	180347
IRF7	0.3321601312722013	0.7349871023963855	0.3471601312722013	0.003667726871798835	14.0	180347
MEF2D	0.34158284989155613	0.8546436674046503	0.35658284989155614	0.005502742477745433	12.0	180347
MEIS1(MA0498.2)	0.5069658336529194	0.07185636110132086	0.5019658336529194	0.006247844196401928	7.0	180347
MEIS2(MA0774.1)	0.45988838020534867	0.0431010413732368	0.45488838020534866	3.971460971449237e-05	8.0	180347
MEIS3	0.4407999824271361	0.001199825341677841	0.4407999824271361	0.001199825341677841	8.0	180347
MYBL1	0.3383112896897312	0.0012073652933886627	0.3383112896897312	0.0012073652933886627	12.0	180347
MYBL2	0.31417175602350017	0.23288540767762356	0.3191717560235002	0.01960611498899271	15.0	180347
NFKB1	0.25891919745225617	2.2345291846663153	0.2789191974522562	0.003325879910981641	13.0	180347
NFKB2	0.2624521639016195	5.354626328644146	0.29745216390161955	0.004149269665917814	13.0	180347
PAX1	0.2826964755912901	0.08511333031684333	0.2876964755912901	0.015733899611949084	17.0	180347
PAX3(MA0780.1)	0.3132084683804807	1.9544259878763022	0.33820846838048074	0.019133055919590948	10.0	180347
PAX9	0.2784931866945698	0.025728218205150512	0.2784931866945698	0.025728218205150512	17.0	180347
PKNOX2	0.3408931442211856	0.12861480604630038	0.3358931442211856	0.0007193590239770801	12.0	180347
POU2F1	0.41067627986945315	0.5579146044144845	0.42567627986945317	0.0014352001779744641	11.0	180347
POU3F1	0.39339573831922753	0.9716301130306904	0.41339573831922755	0.00036369262719223764	12.0	180347
POU3F2	0.3939494891198888	0.8744363395965034	0.4139494891198888	0.008132789988288938	12.0	180347
POU3F3	0.36891389576597383	1.4897544246781789	0.39391389576597385	0.017871002350420453	13.0	180347
POU3F4	0.4326372351196502	0.0008209035807354239	0.4326372351196502	0.0008209035807354239	9.0	180347
POU4F1	0.3397185935972599	3.791640070560726	0.3747185935972599	0.012067595195594112	14.0	180347
POU4F3	0.33474819158912894	3.8036275109885573	0.36974819158912897	0.007248139268614181	15.0	180347
POU5F1B	0.44489942129403853	0.17367381697125736	0.45489942129403854	0.00043090884674186334	9.0	180347
POU6F2	0.4138472766194322	0.828814774901745	0.43384727661943223	0.00018994000766258854	10.0	180347
PROX1	0.32027423877097266	0.11315414469828981	0.32527423877097267	4.959621199247645e-05	12.0	180347
RFX2	0.251854035077927	2.0539039167665596	0.271854035077927	0.023979223039740857	16.0	180347
SMAD3	0.3573801855952394	0.0035433347850638047	0.3573801855952394	0.0035433347850638047	10.0	180347
TGIF1	0.33694490858202464	0.6739192027718668	0.3219449085820246	0.025718662565810863	12.0	180347
TGIF2	0.31543387494881736	0.04203290811489147	0.31043387494881736	0.01719254561844285	12.0	180347
RFX5	0.24056742689454863	2.2311958018720714	0.25556742689454864	0.021850151133037708	16.0	180347
RUNX2	0.44862030521889573	0.02619822740202147	0.4436203052188957	0.0043415998677144045	9.0	180347
EOMES	0.3991371065145564	0.10774357798157552	0.4041371065145564	0.005331134608980116	12.0	180347
MGA	0.4436663130445473	0.017485281843051138	0.4486663130445473	0.006169810752570303	8.0	180347
TBR1	0.4221104090096418	0.041180473864348546	0.4271104090096418	0.0011416214361562981	10.0	180347
TBX15	0.4435598463115947	0.16033735421338943	0.43355984631159467	0.0012180331187952038	8.0	180347
TBX19	0.2511479976852504	4.3747913891314445	0.28114799768525045	0.029484036807000888	19.0	180347
TBX1	0.452675996945813	0.1443149298814094	0.442675996945813	0.003391625770620465	8.0	180347
TBX4	0.46019138307005725	0.07593802384003435	0.46519138307005725	0.00621733419845292	8.0	180347
TBX5	0.4746100390522268	0.29424035445875735	0.48961003905222683	0.0001391805914814286	8.0	180347
TEAD3	0.4965485701516346	0.1167776833875796	0.4865485701516346	0.004009183462232953	8.0	180347
TFAP2A(MA0810.1)	0.25870357928237875	9.812807722516517	0.31370357928237874	0.02403742379163527	12.0	180347
TFAP2B(MA0811.1)	0.25418741535645456	7.141687390791655	0.29918741535645454	0.0231611210290393	12.0	180347
TFAP2B(MA0812.1)	0.27947579531693423	4.693387052351579	0.31447579531693426	0.006879594176647773	11.0	180347
TFAP2B(MA0813.1)	0.25131786841144416	9.31093626330672	0.30131786841144415	0.002444519502328883	13.0	180347
TFAP2C(MA0524.2)	0.25101754410220123	6.073580983868732	0.28601754410220126	0.018655680111627295	12.0	180347
TFAP2C(MA0815.1)	0.241325833644606	12.387655673514047	0.296325833644606	0.0010596688237958756	13.0	180347
BHLHE40	0.3597766397095603	0.21539872216425013	0.3697766397095603	0.0071837277141292765	9.0	180347
BHLHE23	0.34368848208317354	0.4576014501452248	0.35368848208317355	0.01116261965822998	11.0	180347
FIGLA	0.4157417843473388	1.0320321485348707	0.44074178434733885	0.0029447554101489177	10.0	180347
HES7	0.2901927551510687	0.6592057392891977	0.3001927551510687	0.015703828167826103	12.0	180347
HEY1	0.3172029725317374	2.1355502269532263	0.3422029725317374	0.00011057036209962347	10.0	180347
MAX	0.34165502371123624	1.512556567885939	0.36665502371123626	0.015530632518771988	10.0	180347
MNT	0.3998541686488946	0.1388136652433043	0.4098541686488946	0.010058026559539125	9.0	180347
OLIG1	0.3583383672536939	0.4332218269974872	0.3683383672536939	0.010880125423098661	10.0	180347
OLIG3	0.36589527552384304	1.0054816174292875	0.38589527552384306	4.964977603812849e-05	10.0	180347
ATF7	0.33472666048492933	0.00571289691973293	0.33472666048492933	0.00571289691973293	11.0	180347
CEBPG(MA0838.1)	0.3658866485312129	0.03764502257584607	0.3708866485312129	0.007261512174127212	10.0	180347
CREB3L1	0.35461712864644307	0.000597526579417098	0.35461712864644307	0.000597526579417098	13.0	180347
NFE2	0.3284220905817601	0.19105664338333103	0.3334220905817601	0.011485101576008896	11.0	180347
TEF	0.3273287478464409	0.3738450963048553	0.3373287478464409	0.00014883198135321956	11.0	180347
XBP1	0.3581638330208163	0.01706473308042179	0.3581638330208163	0.01706473308042179	14.0	180347
FOXB1	0.3961768352909458	0.9783967953225569	0.4161768352909458	0.00029516493379919367	11.0	180347
FOXC1	0.40540449279670726	0.4015177618259482	0.4204044927967073	0.011293994955659381	11.0	180347
FOXC2	0.3812284833393097	0.5255425261878293	0.3962284833393097	0.0036971059045508106	12.0	180347
FOXO4	0.4692430147682012	0.008842939556934524	0.4692430147682012	0.008842939556934524	7.0	180347
FOXO6	0.48375324475769815	0.03242034683210478	0.47875324475769815	3.155895274762295e-05	7.0	180347
FOXP3	0.4272587625673355	0.2260582150587893	0.43725876256733553	0.006238093549572029	7.0	180347
RXRB(MA0855.1)	0.31354762472802955	0.041754163831589995	0.30854762472802955	0.02706146195546346	14.0	180347
RXRG(MA0856.1)	0.3130095964962758	0.005560806850977202	0.3130095964962758	0.005560806850977202	14.0	180347
TP63	0.26944580507853283	0.7552388178080303	0.27944580507853284	0.0012084489066020742	18.0	180347
TP53	0.25866922992551844	3.237103566823218	0.27866922992551846	0.030352024728478703	18.0	180347
TP73	0.27486542539853515	2.946661321619325	0.29986542539853517	0.020998771314383238	18.0	180347
GMEB2	0.41383860725963484	0.05467744106929615	0.41883860725963484	0.00011935116556721154	8.0	180347
MTF1	0.32925964502254546	0.09174632321786581	0.33425964502254546	0.0002904295995599687	14.0	180347
E2F1	0.28837068688594775	4.882903928307956	0.3233706868859477	0.008170874863187606	12.0	180347
SOX21	0.31881122905076315	0.010578980278235117	0.31881122905076315	0.010578980278235117	15.0	180347
TFAP2A(MA0872.1)	0.2369718256599705	13.429795198364525	0.2969718256599705	0.00731667244224657	13.0	180347
ELK1	0.4213589700668726	0.15223778168678068	0.4113589700668726	0.008062398904411907	9.0	180347
HOXD12	0.3763296297137595	0.0001237376637539541	0.3763296297137595	0.0001237376637539541	11.0	180347
BARX1	0.4385768982677362	1.4423687908125677	0.4685768982677362	0.00038648651202467566	8.0	180347
BSX	0.4565593298097239	0.32407380652186074	0.4715593298097239	0.0005326144931285739	7.0	180347
DLX6	0.4863481024815142	0.623548815177485	0.5063481024815142	0.004526625572511823	8.0	180347
EMX2	0.45682335756551107	0.08919501341619751	0.4668233575655111	0.008735222649222989	7.0	180347
EVX1	0.3810687380496283	1.1398259874291274	0.40606873804962834	0.007150765266315417	9.0	180347
EVX2	0.42418662843932914	0.30251076248561076	0.43918662843932915	0.005734504695823818	7.0	180347
GBX1	0.3960851106889521	0.31500283785486854	0.4060851106889521	0.007168732264608904	10.0	180347
GBX2	0.4226627807736737	0.2612585328115762	0.4326627807736737	0.0045384412294613066	9.0	180347
GSC2	0.45562486260598345	1.3453522052865963	0.4856248626059835	0.0003044635925585899	9.0	180347
GSX1	0.47346590464281135	0.2920762552678414	0.48846590464281137	0.0001918659070397841	7.0	180347
HESX1	0.3986920432342992	1.0868119012615733	0.4236920432342992	0.011716127479259115	10.0	180347
HMBOX1	0.4395926093359036	0.18249770842430094	0.4495926093359036	0.00028324328851241	10.0	180347
HOXA10	0.4339649857900271	2.045838901729219	0.4689649857900271	0.001717642939535915	9.0	180347
HOXB3	0.4696914799367134	0.28854068370757235	0.4846914799367134	0.0001966036482865788	7.0	180347
HOXC10	0.41205735610501953	0.5240047642328483	0.42705735610501955	0.0011011979318424887	9.0	180347
HOXC12	0.3833051687093331	0.08620145449041976	0.3883051687093331	0.0003561602730460707	11.0	180347
HOXC13	0.40184204843809257	0.11590311973638572	0.4068420484380926	0.010105480913428215	10.0	180347
HOXD11	0.4068080178336388	0.693408824046063	0.4268080178336388	0.009972707784220323	10.0	180347
ISL2	0.47463097306490065	0.08564581072997611	0.46963097306490065	0.008627303959193273	8.0	180347
FOXK1	0.44297177902316204	0.005073306871396215	0.44297177902316204	0.005073306871396215	9.0	180347
GATA2	0.49490935991756463	3.4300034009730016e-05	0.49490935991756463	3.4300034009730016e-05	7.0	180347
HIF1A	0.4209310076728541	0.002022199715798473	0.4209310076728541	0.002022199715798473	8.0	180347
MYC	0.367856759292545	0.3588059511394601	0.37785675929254503	0.01309418706893441	8.0	180347
MYB	0.4433085752459003	0.007568147771465478	0.4433085752459003	0.007568147771465478	7.0	180347
MYCN	0.3433072977988484	1.2625369180073909	0.3683072977988484	0.014302243075376687	8.0	180347
NEUROD1	0.42331998964735545	0.03950596943997403	0.41831998964735545	0.0009915674473909026	9.0	180347
NFIC(MA0161.2)	0.44870104344113876	0.33542614881905336	0.43370104344113874	0.005938725591760778	7.0	180347
